STUDY_ID,REVIEWERS,INCLUDE,PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI
1802,Jonny,maybe,21062425,Study of the kinetics of antibodies titres against viral pathogens and detection of rotavirus and parainfluenza 3 infections in captive crias of guanacos (Lama guanicoe),"Marcoppido G, Olivera V, Bok K, Parreño V.",Transbound Emerg Dis. 2011 Feb;58(1):37-43. doi: 10.1111/j.1865-1682.2010.01176.x. Epub 2010 Nov 10.,Marcoppido G,Transbound Emerg Dis,2011,11/11/2010,,,10.1111/j.1865-1682.2010.01176.x
1807,Jonny,NO,9782352,Selection in persistently infected murine cells of an MHV-A59 variant with extended host range,"Schickli JH, Wentworth DE, Zelus BD, Holmes KV, Sawicki SG.",Adv Exp Med Biol. 1998;440:735-41. doi: 10.1007/978-1-4615-5331-1_95.,Schickli JH,Adv Exp Med Biol,1998,23/10/1998,,,10.1007/978-1-4615-5331-1_95
1814,Jonny,maybe,26336221,Crimean-Congo Hemorrhagic Fever Virus Clade IV (Asia 1) in Ticks of Western Iran,"Kayedi MH, Chinikar S, Mostafavi E, Khakifirouz S, Jalali T, Hosseini-Chegeni A, Naghizadeh A, Niedrig M, Fooks AR, Shahhosseini N.",J Med Entomol. 2015 Sep;52(5):1144-9. doi: 10.1093/jme/tjv081. Epub 2015 Jun 27.,Kayedi MH,J Med Entomol,2015,04/09/2015,,,10.1093/jme/tjv081
1817,Jonny,NO,23152517,Identification and functional analysis of the novel ORF4 protein encoded by porcine circovirus type 2,"He J, Cao J, Zhou N, Jin Y, Wu J, Zhou J.",J Virol. 2013 Feb;87(3):1420-9. doi: 10.1128/JVI.01443-12. Epub 2012 Nov 14.,He J,J Virol,2013,16/11/2012,PMC3554175,,10.1128/JVI.01443-12
1819,Jonny,NO,9557678,Transactivation-competent bovine papillomavirus E2 protein is specifically required for efficient repression of human papillomavirus oncogene expression and for acute growth inhibition of cervical carcinoma cell lines,"Goodwin EC, Naeger LK, Breiding DE, Androphy EJ, DiMaio D.",J Virol. 1998 May;72(5):3925-34.,Goodwin EC,J Virol,1998,29/04/1998,PMC109618,,
1825,Jonny,NO,24782459,"Antiviral treatment of feline immunodeficiency virus-infected cats with (R)-9-(2-phosphonylmethoxypropyl)-2,6-diaminopurine","Taffin E, Paepe D, Goris N, Auwerx J, Debille M, Neyts J, Van de Maele I, Daminet S.",J Feline Med Surg. 2015 Feb;17(2):79-86. doi: 10.1177/1098612X14532089. Epub 2014 Apr 29.,Taffin E,J Feline Med Surg,2015,01/05/2014,,,10.1177/1098612X14532089
1829,Jonny,maybe,19893480,"Human vaccinia infection after contact with a raccoon rabies vaccine bait - Pennsylvania, 2009",Centers for Disease Control and Prevention (CDC).,MMWR Morb Mortal Wkly Rep. 2009 Nov 6;58(43):1204-7.,Centers for Disease Control and Prevention (CDC),MMWR Morb Mortal Wkly Rep,2009,07/11/2009,,,
1831,Jonny,NO,24918769,Discovery and characterization of distinct simian pegiviruses in three wild African Old World monkey species,"Sibley SD, Lauck M, Bailey AL, Hyeroba D, Tumukunde A, Weny G, Chapman CA, O'Connor DH, Goldberg TL, Friedrich TC.",PLoS One. 2014 Jun 11;9(2):e98569. doi: 10.1371/journal.pone.0098569. eCollection 2014.,Sibley SD,PLoS One,2014,12/06/2014,PMC4053331,,10.1371/journal.pone.0098569
1832,Jonny,maybe,21163029,[Study on the status of infection and distribution of rabies virus in China],"Yu JN, Li H, Tang Q, Tao XY, Wu H, Mo ZJ, Zhang H, Wang DM, Weng JQ, Shen RH, Zhu FC, Wang XJ, Liu H, Shen XX, Wang SM.",Zhonghua Liu Xing Bing Xue Za Zhi. 2010 May;31(5):521-4.,Yu JN,Zhonghua Liu Xing Bing Xue Za Zhi,2010,18/12/2010,,,
1839,Jonny,maybe,27320168,Global Foot-and-Mouth Disease Research Update and Gap Analysis: 7 - Pathogenesis and Molecular Biology,"Robinson L, Knight-Jones TJ, Charleston B, Rodriguez LL, Gay CG, Sumption KJ, Vosloo W.",Transbound Emerg Dis. 2016 Jun;63 Suppl 1:63-71. doi: 10.1111/tbed.12520.,Robinson L,Transbound Emerg Dis,2016,21/06/2016,,,10.1111/tbed.12520
1849,Jonny,NO,11773385,Mucosal immunization of rhesus monkeys against respiratory syncytial virus subgroups A and B and human parainfluenza virus type 3 by using a live cDNA-derived vaccine based on a host range-attenuated bovine parainfluenza virus type 3 vector backbone,"Schmidt AC, Wenzke DR, McAuliffe JM, St Claire M, Elkins WR, Murphy BR, Collins PL.",J Virol. 2002 Feb;76(3):1089-99. doi: 10.1128/jvi.76.3.1089-1099.2002.,Schmidt AC,J Virol,2002,05/01/2002,PMC135799,,10.1128/jvi.76.3.1089-1099.2002
1850,Jonny,NO,9859970,Simian T-lymphotropic virus type I infection among wild-caught Indonesian pig-tailed macaques (Macaca nemestrina),"Richards AL, Giri A, Iskandriati D, Pamungkas J, Sie A, Rosen L, Anthony RL, Franchini G.",J Acquir Immune Defic Syndr Hum Retrovirol. 1998 Dec 15;19(5):542-5. doi: 10.1097/00042560-199812150-00015.,Richards AL,J Acquir Immune Defic Syndr Hum Retrovirol,1998,22/12/1998,,,10.1097/00042560-199812150-00015
1856,Jonny,NO,27323085,Controversial results of therapy with mesenchymal stem cells in the acute phase of canine distemper disease,"Pinheiro AO, Cardoso MT, Vidane AS, Casals JB, Passarelli D, Alencar AL, Sousa RL, Fantinato-Neto P, Oliveira VC, Lara VM, Ambrósio CE.",Genet Mol Res. 2016 May 23;15(2). doi: 10.4238/gmr.15028310.,Pinheiro AO,Genet Mol Res,2016,21/06/2016,,,10.4238/gmr.15028310
1858,Jonny,NO,31221554,Generation of acid resistant virus like particles of vaccine strains of foot-and-mouth disease virus (FMDV),"Deepak PR, Saravanan P, Biswal JK, Basagoudanavar SH, Dechamma HJ, Umapathi V, Sreenivasa BP, Tamilselvan RP, Krishnaswamy N, Zaffer I, Sanyal A.",Biologicals. 2019 Jul;60:28-35. doi: 10.1016/j.biologicals.2019.06.003. Epub 2019 Jun 17.,Deepak PR,Biologicals,2019,22/06/2019,,,10.1016/j.biologicals.2019.06.003
1876,Jonny,maybe,7596566,"African horsesickness epidemiology: five species of Culicoides (Diptera: Ceratopogonidae) collected live behind the ears and at the dung of the African elephant in the Kruger National Park, South Africa","Meiswinkel R, Braack LE.",Onderstepoort J Vet Res. 1994 Jun;61(2):155-70.,Meiswinkel R,Onderstepoort J Vet Res,1994,01/06/1994,,,
1879,Jonny,maybe,17019773,"Effects of time after infection, mosquito genotype, and infectious viral dose on the dynamics of Culex tarsalis vector competence for western equine encephalomyelitis virus","Mahmood F, Chiles RE, Fang Y, Green EN, Reisen WK.",J Am Mosq Control Assoc. 2006 Jun;22(2):272-81. doi: 10.2987/8756-971X(2006)22[272:EOTAIM]2.0.CO;2.,Mahmood F,J Am Mosq Control Assoc,2006,06/10/2006,,,10.2987/8756-971X(2006)22[272:EOTAIM]2.0.CO;2
1882,Jonny,maybe,30952778,Detection of Seoul virus in wild brown rats (Rattus norvegicus) from pig farms in Northern England,"Murphy EG, Williams NJ, Bennett M, Jennings D, Chantrey J, McElhinney LM.",Vet Rec. 2019 Apr 27;184(17):525. doi: 10.1136/vr.105249. Epub 2019 Apr 5.,Murphy EG,Vet Rec,2019,07/04/2019,PMC6582813,,10.1136/vr.105249
1884,Jonny,NO,24866149,"The reference transcriptome of the adult female biting midge (Culicoides sonorensis) and differential gene expression profiling during teneral, blood, and sucrose feeding conditions","Nayduch D, Lee MB, Saski CA.",PLoS One. 2014 May 27;9(5):e98123. doi: 10.1371/journal.pone.0098123. eCollection 2014.,Nayduch D,PLoS One,2014,29/05/2014,PMC4035326,,10.1371/journal.pone.0098123
1887,Jonny,NO,27902714,Evaluation of the Activity of Lamivudine and Zidovudine against Ebola Virus,"Cong Y, Dyall J, Hart BJ, DeWald LE, Johnson JC, Postnikova E, Zhou H, Gross R, Rojas O, Alexander I, Josleyn N, Zhang T, Michelotti J, Janosko K, Glass PJ, Flint M, McMullan LK, Spiropoulou CF, Mierzwa T, Guha R, Shinn P, Michael S, Klumpp-Thomas C, McKnight C, Thomas C, Eakin AE, O'Loughlin KG, Green CE, Catz P, Mirsalis JC, Honko AN, Olinger GG Jr, Bennett RS, Holbrook MR, Hensley LE, Jahrling PB.",PLoS One. 2016 Nov 30;11(11):e0166318. doi: 10.1371/journal.pone.0166318. eCollection 2016.,Cong Y,PLoS One,2016,01/12/2016,PMC5130197,,10.1371/journal.pone.0166318
1891,Jonny,maybe,14578210,A golden hamster model for human acute Nipah virus infection,"Wong KT, Grosjean I, Brisson C, Blanquier B, Fevre-Montange M, Bernard A, Loth P, Georges-Courbot MC, Chevallier M, Akaoka H, Marianneau P, Lam SK, Wild TF, Deubel V.",Am J Pathol. 2003 Nov;163(5):2127-37. doi: 10.1016/S0002-9440(10)63569-9.,Wong KT,Am J Pathol,2003,28/10/2003,PMC1892425,,10.1016/S0002-9440(10)63569-9
1892,Jonny,NO,30468573,Circulation and genetic diversity of Feline coronavirus type I and II from clinically healthy and FIP-suspected cats in China,"Li C, Liu Q, Kong F, Guo D, Zhai J, Su M, Sun D.",Transbound Emerg Dis. 2019 Mar;66(2):763-775. doi: 10.1111/tbed.13081. Epub 2018 Dec 5.,Li C,Transbound Emerg Dis,2019,24/11/2018,PMC7168551,,10.1111/tbed.13081
1895,Jonny,maybe,20034646,The non-pathogenic Australian lagovirus RCV-A1 causes a prolonged infection and elicits partial cross-protection to rabbit haemorrhagic disease virus,"Strive T, Wright J, Kovaliski J, Botti G, Capucci L.",Virology. 2010 Mar 1;398(1):125-34. doi: 10.1016/j.virol.2009.11.045. Epub 2010 Jan 19.,Strive T,Virology,2010,26/12/2009,,,10.1016/j.virol.2009.11.045
1897,Jonny,NO,12941905,Transformation of mouse fibroblasts by Jaagsiekte sheep retrovirus envelope does not require phosphatidylinositol 3-kinase,"Maeda N, Inoshima Y, Fruman DA, Brachmann SM, Fan H.",J Virol. 2003 Sep;77(18):9951-9. doi: 10.1128/jvi.77.18.9951-9959.2003.,Maeda N,J Virol,2003,28/08/2003,PMC224593,,10.1128/jvi.77.18.9951-9959.2003
1901,Jonny,maybe,28011732,"Effects of Irrigation and Rainfall on the Population Dynamics of Rift Valley Fever and Other Arbovirus Mosquito Vectors in the Epidemic-Prone Tana River County, Kenya","Sang R, Lutomiah J, Said M, Makio A, Koka H, Koskei E, Nyunja A, Owaka S, Matoke-Muhia D, Bukachi S, Lindahl J, Grace D, Bett B.",J Med Entomol. 2017 Mar 1;54(2):460-470. doi: 10.1093/jme/tjw206.,Sang R,J Med Entomol,2017,25/12/2016,PMC5850818,,10.1093/jme/tjw206
1902,Jonny,NO,28780424,The cholesterol transport inhibitor U18666A inhibits type I feline coronavirus infection,"Takano T, Endoh M, Fukatsu H, Sakurada H, Doki T, Hohdatsu T.",Antiviral Res. 2017 Sep;145:96-102. doi: 10.1016/j.antiviral.2017.07.022. Epub 2017 Aug 3.,Takano T,Antiviral Res,2017,07/08/2017,PMC7113792,,10.1016/j.antiviral.2017.07.022
1903,Jonny,maybe,26473733,"Serological Evidence of MERS-CoV Antibodies in Dromedary Camels (Camelus dromedaries) in Laikipia County, Kenya","Deem SL, Fèvre EM, Kinnaird M, Browne AS, Muloi D, Godeke GJ, Koopmans M, Reusken CB.",PLoS One. 2015 Oct 16;10(10):e0140125. doi: 10.1371/journal.pone.0140125. eCollection 2015.,Deem SL,PLoS One,2015,17/10/2015,PMC4608777,,10.1371/journal.pone.0140125
1906,Jonny,NO,9060611,Preferential selection of receptor-binding variants of influenza virus hemagglutinin by the neutralizing antibody repertoire of transgenic mice expressing a human immunoglobulin mu minigene,"Laeeq S, Smith CA, Wagner SD, Thomas DB.",J Virol. 1997 Apr;71(4):2600-5.,Laeeq S,J Virol,1997,01/04/1997,PMC191380,,
1908,Jonny,maybe,9025142,Rift Valley fever in Nigeria: infections in humans,"Olaleye OD, Tomori O, Ladipo MA, Schmitz H.",Rev Sci Tech. 1996 Sep;15(3):923-35. doi: 10.20506/rst.15.3.967.,Olaleye OD,Rev Sci Tech,1996,01/09/1996,,,10.20506/rst.15.3.967
1911,Jonny,NO,29649226,Assessing the efficacy of fathead minnows (Pimephales promelas) for mosquito control,"Watchorn RT, Maechtle T, Fedy BC.",PLoS One. 2018 Apr 12;13(4):e0194304. doi: 10.1371/journal.pone.0194304. eCollection 2018.,Watchorn RT,PLoS One,2018,13/04/2018,PMC5896899,,10.1371/journal.pone.0194304
1916,Jonny,maybe,21592155,Determinants of tick-borne encephalitis virus antibody presence in roe deer (Capreolus capreolus) sera,"Kiffner C, Vor T, Hagedorn P, Niedrig M, Rühe F.",Med Vet Entomol. 2012 Mar;26(1):18-25. doi: 10.1111/j.1365-2915.2011.00961.x. Epub 2011 May 18.,Kiffner C,Med Vet Entomol,2012,20/05/2011,,,10.1111/j.1365-2915.2011.00961.x
1918,Jonny,maybe,1200251,Trivittatus virus infections in wild mammals and sentinel rabbits in central Iowa,"Pinger RR, Rowley WA, Wong YW, Dorsey DC.",Am J Trop Med Hyg. 1975 Nov;24(6 Pt 1):1006-9. doi: 10.4269/ajtmh.1975.24.1006.,Pinger RR,Am J Trop Med Hyg,1975,01/11/1975,,,10.4269/ajtmh.1975.24.1006
1921,Jonny,NO,30964395,Rapid Visual Detection of Getah Virus Using a Loop-Mediated Isothermal Amplification Method,"Liu H, Li LX, Bu YP, Liu Y, Sun XT, Shi N, Deng XY, Lu RG, Hu B, Jin NY, Yan XJ.",Vector Borne Zoonotic Dis. 2019 Oct;19(10):741-746. doi: 10.1089/vbz.2018.2434. Epub 2019 Apr 9.,Liu H,Vector Borne Zoonotic Dis,2019,10/04/2019,,,10.1089/vbz.2018.2434
1928,Jonny,maybe,32300568,"Geographical restriction of Hepatitis E virus circulation in wild boars (Sus scrofa) in Emilia-Romagna region, Northern Italy","Bonardi S, Filipello V, Pavoni E, Carta V, Bolzoni L, Corradi M, Gilioli S, Losio MN.",Ital J Food Saf. 2020 Apr 6;9(1):8463. doi: 10.4081/ijfs.2020.8463. eCollection 2020 Mar 31.,Bonardi S,Ital J Food Saf,2020,18/04/2020,PMC7154598,,10.4081/ijfs.2020.8463
1931,Jonny,NO,26085154,Partial Attenuation of Respiratory Syncytial Virus with a Deletion of a Small Hydrophobic Gene Is Associated with Elevated Interleukin-1β Responses,"Russell RF, McDonald JU, Ivanova M, Zhong Z, Bukreyev A, Tregoning JS.",J Virol. 2015 Sep;89(17):8974-81. doi: 10.1128/JVI.01070-15. Epub 2015 Jun 17.,Russell RF,J Virol,2015,19/06/2015,PMC4524082,,10.1128/JVI.01070-15
1933,Jonny,NO,8523523,"The promoter and transcriptional unit of a novel herpes simplex virus 1 alpha gene are contained in, and encode a protein in frame with, the open reading frame of the alpha 22 gene","Carter KL, Roizman B.",J Virol. 1996 Jan;70(1):172-8.,Carter KL,J Virol,1996,01/01/1996,PMC189802,,
1934,Jonny,NO,17301277,Worldwide occurrence of feline hemoplasma infections in wild felid species,"Willi B, Filoni C, Catão-Dias JL, Cattori V, Meli ML, Vargas A, Martínez F, Roelke ME, Ryser-Degiorgis MP, Leutenegger CM, Lutz H, Hofmann-Lehmann R.",J Clin Microbiol. 2007 Apr;45(4):1159-66. doi: 10.1128/JCM.02005-06. Epub 2007 Feb 14.,Willi B,J Clin Microbiol,2007,16/02/2007,PMC1865832,,10.1128/JCM.02005-06
1935,Jonny,NO,20850860,Immunoprotection against influenza H5N1 virus by oral administration of enteric-coated recombinant Lactococcus lactis mini-capsules,"Lei H, Xu Y, Chen J, Wei X, Lam DM.",Virology. 2010 Nov 25;407(2):319-24. doi: 10.1016/j.virol.2010.08.007. Epub 2010 Sep 20.,Lei H,Virology,2010,21/09/2010,,,10.1016/j.virol.2010.08.007
1941,Jonny,maybe,20937849,A new mouse model reveals a critical role for host innate immunity in resistance to Rift Valley fever,"do Valle TZ, Billecocq A, Guillemot L, Alberts R, Gommet C, Geffers R, Calabrese K, Schughart K, Bouloy M, Montagutelli X, Panthier JJ.",J Immunol. 2010 Nov 15;185(10):6146-56. doi: 10.4049/jimmunol.1000949. Epub 2010 Oct 11.,do Valle TZ,J Immunol,2010,13/10/2010,,,10.4049/jimmunol.1000949
1945,Jonny,NO,23303966,"Latency of varicella zoster virus in dorsal root, cranial, and enteric ganglia in vaccinated children","Gershon AA, Chen J, Davis L, Krinsky C, Cowles R, Reichard R, Gershon M.",Trans Am Clin Climatol Assoc. 2012;123:17-33; discussion 33-5.,Gershon AA,Trans Am Clin Climatol Assoc,2012,11/01/2013,PMC3540599,,
1947,Jonny,NO,28972042,Transmembrane and Coiled-Coil Domain 1 Impairs the AKT Signaling Pathway in Urinary Bladder Urothelial Carcinoma: A Characterization of a Tumor Suppressor,"Li CF, Wu WR, Chan TC, Wang YH, Chen LR, Wu WJ, Yeh BW, Liang SS, Shiue YL.",Clin Cancer Res. 2017 Dec 15;23(24):7650-7663. doi: 10.1158/1078-0432.CCR-17-0002. Epub 2017 Sep 29.,Li CF,Clin Cancer Res,2017,04/10/2017,,,10.1158/1078-0432.CCR-17-0002
1948,Jonny,NO,18389077,Evolution of a TRIM5-CypA splice isoform in old world monkeys,"Newman RM, Hall L, Kirmaier A, Pozzi LA, Pery E, Farzan M, O'Neil SP, Johnson W.",PLoS Pathog. 2008 Feb 29;4(2):e1000003. doi: 10.1371/journal.ppat.1000003.,Newman RM,PLoS Pathog,2008,05/04/2008,PMC2279257,,10.1371/journal.ppat.1000003
